,Methods,SOD,SOD Error,SDD,SDD Error,Rotation Angles,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
10,Simulated Annealing,146,46,313,173,"[37.31788977255626, 69.97973853953053, -28.20128456123389, 1.8534721698729344, 31.972025460671745, 129.72183039774208, 14.483606478307566, -26.99583691591597, 7.712580646924779, 74.91576021873726, 4.091199270819387, 35.54762028485966, -6.279168324258402, -16.6624041669678, -1.2580798117727343, 4.901166792276345, 86.91433713998389, -41.55622161445589, 36.032842757582465, -23.20914913913256, 53.89728355763973, -22.642944578810322, 32.87750425036668, 0.8778924550529912, 9.11602710636428, 23.496334062821816, 23.604325415477348, 3.754409885113297, 28.86356207875719, 41.93513875133479, 54.673361412722464, 31.63745409615241, -60.46614441832456, 37.402474580851404, -17.89898262247488, -35.92676308306779, 38.48808807607518, -13.161866645394511, -39.290256692105494, 30.525127726553727, 26.790765491013484, 14.577015708601893, -11.416130361378988, 40.28451411813965, -44.42221359900795, -10.80976811158159, 17.352863116272797, 25.11473747017589]",0.9999597288893388,0.001974882635598381,0.005091597074885006,2.4687259445290734e-05,0.13993992021606455,144.20649600028992
11,Simulated Annealing,257,157,437,297,"[21.410683867505682, 29.732401826481425, 29.818555067045246, 16.887087399599775, 40.960479314880445, -8.132475163117803, 2.931375355102623, -25.843736288212313, 8.775959934810686, 70.71579057706646, -97.73524681674625, -33.64515235597813, 24.170749635798497, 57.8180941366946, 11.633130003208615, -92.71457001632982, -58.20797883329516, 18.180487854731876, -21.9915427812188, -11.811131875080227, -3.5460937119937235, -43.18168100177013, 11.034564416055645, -2.744278513741808, -37.84872342377211, -6.954472783119802, 58.13068265337101, 21.93365084575122, -49.96837191626452, -17.701533542015298, -21.632528033475012, 14.883301935794629, 41.36030391823762, 32.72182426925079, -66.53257192969551, 22.949572150444695, -35.6790675195965, -28.710459122889535, -16.794281718176002, 11.823415241110798, -63.65897293479845, 2.874467229742736, -75.31816830135942, 48.49946059602001, -0.37240549300326703, 8.438581438042718, -34.655733810361, -17.294144847629365]",0.9999671043505328,0.0013889205341304964,0.0033726262208342017,1.7362685024539288e-05,0.1303191964170511,145.00164914131165
12,Simulated Annealing,117,17,357,217,"[29.780919808266262, 18.616714860784093, -51.99416947983474, -69.5527896195069, -4.868766419222115, 66.09311097289094, 39.91614801371827, 40.300965721302056, -43.57157927328623, -23.769055250908217, -52.08904615026784, 30.338120813604114, 28.041432466840007, -0.47756060476048845, -133.4170748903278, 33.21123980000911, 13.86799198303572, -68.99354078029653, -12.67551576577762, 26.378490129547163, 33.37654741660759, -12.65690153082701, 43.16434504408054, 26.971622388999887, -10.365655594760705, -6.783509038363379, 28.821649823418525, -12.096907588438036, -43.47973318586194, -32.88211254179253, 21.465682751561275, -58.35859910340219, 19.1694562782411, 81.81774018704304, 60.38644952568268, -36.592145561047396, 9.554679386658208, -34.82081338381875, -36.10610252130264, -8.53507610308138, -16.079351830458005, 15.384395887806361, 30.324211010127428, -15.011466025171366, -36.77830279074868, 51.73584760938172, -16.284676839199985, 37.90870173739963]",0.9999667463136642,0.0027211373817408457,0.00509192488781044,3.401528371326524e-05,0.1038826203383527,143.7103934288025
13,Simulated Annealing,253,153,373,233,"[17.942011065270297, 66.9147826583268, 22.77667488294771, -7.385420036502076, 1.2863152856721398, -24.700743353870234, 34.3127302216022, -14.992263808098329, 0.15663467286427926, 15.399734342916242, 8.431552808469556, -5.854435945135363, 0.9757257725743897, -14.760440394852807, 24.003101651091008, 31.598159430826723, -47.84109987224267, 24.445066478525384, -37.39446820791047, 24.374572309974162, 3.2662544544098404, -6.032528270167286, 66.70085587888481, 44.54283742906541, 32.437685460553304, 4.9721244318885045, -10.205506404734528, 66.9005895825017, 2.0113367794054096, 41.60126533101869, 6.5432058908303485, -35.855136943212706, -20.422639242396208, -59.633318035346456, 17.07434579942434, 3.2672247243019017, -49.4596959743666, 26.305372819436126, -13.352992575752568, 2.25783230162133, 44.57974195477398, -11.188577563344204, 15.05200243703663, 19.754949075082404, 5.79743178527864, 11.098140421417485, 13.744076205673409, 33.781957121190686]",0.9999656485175772,0.001343744913659369,0.0035407163762077682,1.679798975600346e-05,0.13620848391177204,141.76509380340576
14,Simulated Annealing,179,79,287,147,"[-11.667760670501114, 7.276704280433708, -7.383288852930379, 33.340590651458264, -43.26189638011172, 14.869348877627766, 63.08773616210647, 6.816315362240543, -23.384364011051808, 37.15757621707147, 63.30938770223022, 38.88456258982201, 48.7975065813058, 7.625296956411206, -13.703388678605148, -40.440090006221745, -10.751536350865068, 3.3871749342379025, -7.017836177553905, -12.014125058428931, -11.366405727473081, -12.9622432774517, -0.43012325362585613, 5.123381513383923, -14.06917121969477, 19.735408451016617, -17.915300470630623, -26.56249243314243, 9.176324936397585, 19.346332000137988, -6.084099876304697, -8.549454322990055, -15.51804320033062, 21.429059172508122, -12.745413099379205, -43.68796614514488, -31.87957219036106, 33.01530363150473, -9.755457856384128, -36.06275738781807, 1.0172832236518232, 34.36046009939321, 12.398083814995633, 15.824600834738733, -11.577436742141114, 18.924478330504698, 5.884313688975935, 27.374015720249304]",0.9999658171322227,0.0016931484666808199,0.00387952883843887,2.116557518068978e-05,0.018823827289209685,141.58783626556396
15,Simulated Annealing,18,82,20,120,"[89.27128493556722, -8.284877512336152, -60.054983015653065, -14.99508260303216, -156.66666328578614, 121.10384691398787, 1.7345780630637933, -29.06338270745107, -23.875340863660824, -91.09009483521915, -42.768316604682724, -86.08386078772378, -94.30621949891996, -167.48240303216656, 59.80382570286463, 68.225894449788, -95.76423883617198, 46.538684758206784, 24.380198514698378, -128.71781327219003, -122.90266249092612, 138.19428964231884, -155.1487205421878, 177.72970978979896, -81.59687650032977, 11.034383314028133, 42.478067767384005, 88.75456317394799, 5.599535686834031, -99.95320355919472, -41.16498462314499, -41.64128407213374, 80.43814760749171, 163.82912992683072, 60.12632688616699, -138.89103656677096, 75.94921512224349, -100.91387419126589, 143.99944467483266, -144.53709452741913, 10.009068198496806, 21.742864287696875, 160.11099175189668, -134.20493602255124, -149.5673300811339, -122.46083070002994, 176.3276742445954, -52.52757524557285]",0.9999627476472269,0.0013571091500731805,0.0038133132125626897,1.6965210931243976e-05,-0.022766377560007624,142.47464442253113
16,Simulated Annealing,197,97,408,268,"[-30.91974412016313, -10.60315929174818, 29.016384544158726, 5.89947084513826, -39.86125775122415, 66.55192526205614, 74.15499656438203, 16.58065594329774, 20.933652488497113, -64.72298742687184, 31.499748367102466, 10.311856663440635, -53.684521808312155, 14.100752919604306, -17.776678841305575, -17.28068024715392, 4.541401964254426, 19.741501738061995, -2.6229680564127307, -16.192695459502623, 9.448097760244993, 22.751920832345974, 62.93484897908186, 17.677260325190623, -0.8421875250910859, 2.9174739779175995, -29.25959742003063, 56.66179979458309, 60.0320678025582, 11.898420787563415, 18.792434178685063, -16.907852754852126, -41.896756069767754, -7.535709859921638, -8.735422276409372, 23.372856807742867, 5.130199783111558, -57.734049184688914, -31.439504255717267, 0.23680701427308412, 0.4948696654855084, 16.759725883356577, 36.64483212035887, -24.81849922629223, 24.471026058608928, 43.580612942704704, 11.854891854786286, 39.36720632402144]",0.9999604453606781,0.0019550363552601384,0.004768831643883962,2.443923100658891e-05,0.037676188760592984,141.57400560379028
17,Simulated Annealing,160,60,309,169,"[26.002339612239606, 16.143089217037524, -5.811693416279978, -22.12459231008721, -9.94043755565513, -44.25291383658289, -5.632378550641917, 50.10132922102999, 49.65904222655572, 0.19981213038064297, 11.946302128509384, -17.889460065327334, 29.66207174603275, -34.73045712820191, 1.4935908552571537, 14.773622335310428, -41.540252282038864, 9.203592926801713, -18.459562863422228, -7.955612301758389, -20.88309418270977, -7.4785553052981415, 0.9585293253185595, 19.68162261591771, -6.682374550858302, 11.950011337915056, -14.361993452925859, 59.13235347551146, 0.07864968776151048, 29.799412169495383, -4.871729439784417, -3.2046115292802724, 2.3769173994700314, 8.69735350383121, -37.364359055842, 35.18571683837412, -1.4522950726975423, -0.03130543194473169, -73.8147167179215, -26.382060074977964, -23.275524046174493, -0.2539687451608534, -69.45505889748783, -13.634376502147958, 31.785919233694596, -55.12440452955917, -12.541707818748375, 46.855280448476904]",0.9999708268097225,0.0016400186820343756,0.0037875276841005134,2.0501409131553996e-05,0.05878871419226569,142.5910313129425
18,Simulated Annealing,312,212,478,338,"[-36.44018929051638, 13.230546791608447, -39.57672987769451, -9.240049691883517, -6.800934594062141, -47.0764197043635, 0.11697108428013633, 9.542407264069313, 31.187438853572978, -23.335153271162824, 3.863810962930093, -50.07667209929258, -48.14516681538993, 1.5379910896792313, 29.93390709203952, -27.348781209226303, 30.69871902488937, 72.38420732254102, -41.15078939661526, -36.360684394035474, -12.100823309753288, 1.18852368476703, -3.9863499456550584, -4.341537208550359, -57.140252662284496, -62.34339244916731, -17.69410487896209, 10.934291021258984, -38.73047885800952, 0.9942591214076029, 69.91779678982554, -53.0540474047251, -42.65172437314994, -42.53081707715068, 39.54457861501944, 27.486404273081565, 60.10173746849976, 1.288654195590715, -24.327689072457158, -30.677476402601627, -48.94255592069029, -53.80521818282591, -1.6754521917121104, -22.86946857175618, 48.30378057418261, -27.608150963299657, 22.846070989673393, 45.08303238945636]",0.9999583878987688,0.0016970887275723117,0.004259442274940696,2.1214946876118996e-05,-0.05500439779365048,139.14279580116272
19,Simulated Annealing,206,106,439,299,"[-23.4339444157928, -61.59756095342871, -98.45616978266926, 65.02374508963823, 11.236156243176506, -42.55780825620088, -59.1513667646142, -85.56235255645974, 0.1347241707517753, 65.00207943096245, -34.09828337373976, -7.758772252478628, 41.82662712633278, -33.1922335874407, 30.52403961119269, 66.87126881983747, -21.20215363770436, 21.92400718141785, -64.06624266134816, -41.88895934431715, 35.57397214400192, -15.098942980756572, 14.686617016985302, 9.885576899725889, -10.007802584700945, -23.97232223953487, 10.521986730524416, -42.94787022521907, -25.907687766233483, 22.538574746266477, -38.15498036107119, 17.616101927628133, 14.135076711589582, -30.560730601484646, -28.224828039117988, 28.856242668030706, -72.92915890189303, -39.20209958295487, -13.184929314019339, -47.67130239654084, -22.54334801813032, 36.593593029874846, -42.297751873025085, 5.603400396839716, 12.268230352735783, -37.01795541959436, 4.963474423393357, 4.1888046800380465]",0.9999482207957359,0.0022995434943974638,0.005974404010266266,2.87457811473549e-05,0.09940159871353005,140.57471323013306
20,Evolutionary Algorithm,84,16,918,778,"[-176.96967127339457, 106.64321061574583, 79.97595893158166, 47.62556738119679, -49.90220167868614, 42.20154865309809, 79.03244180161636, 75.72376676308849, 168.1921445949049, 51.25819318510682, 9.796734216956139, -54.34048498879504, -93.1915439220906, 33.96025553196108, 65.99038915419874, 98.81878444984432, -94.8082494199049, 35.08158562533498, 65.17341494404266, 52.82210876134491, 84.2560872430376, 147.8110034628205, 134.21542962364805, 10.100680452078223, -60.360754254671434, -155.5972045460567, -26.469425172884, -171.33677265962427, -59.96323905881073, 46.676178395343925, 1.1127163114251744, 100.68130581869724, 6.2895540802119, -169.92909143247263, 40.62095955919966, -28.08552774281935, -54.743248307775744, -136.36913785328335, 111.27135315193652, 13.535282570895504, 7.017090211868464, 44.01251433217493, -85.11992320549182, 119.35979881894474, -161.7621898067045, -146.24061645509943, -87.70369746713702, 46.293896524532215]",0.9999762444850959,0.00538708656191981,0.007054736099904465,6.73394304829114e-05,-0.05833132839611024,134.76437640190125
21,Evolutionary Algorithm,119,19,155,15,"[-17.65950854985485, 145.02020017000842, 95.8054841097333, 173.24660628589152, -92.65960580532806, 78.7227664912458, -45.258600965239225, 65.20275040786677, -34.33034566782811, 79.81699271014958, 18.50370242686978, -134.7114885344792, -154.93628498055978, -113.73994066476169, 136.23324588564589, 37.858105054811176, 96.39572531088942, -149.34699089083867, -82.64605430588817, -6.19018379867498, -156.85597691280478, -147.7039511931169, 147.6666741106008, -2.8492364710045024, -143.29407995821592, 16.65189121015186, 120.58355577236733, 179.38461447578447, 41.456349646918426, 102.26002576316552, -54.67299210844777, -104.44237363245087, -119.73275003335432, -23.360469340650184, -37.978536421510256, -137.64035502093012, 76.00487303985494, -160.0254052565494, 14.614563914519692, -152.54559477728773, 7.400152631436839, -155.20286013358208, 32.59435890321413, 98.77495262936941, 31.59677355034586, 18.336019904602182, 39.85903799597847, 54.14092291116475]",0.9999637364135223,0.0011870220769196749,0.0032863135736236468,1.4838931200542324e-05,0.1890842214502334,134.9580180644989
22,Evolutionary Algorithm,429,329,779,639,"[-167.71958762360873, -4.619287957970073, 94.32113091383724, 163.54789299793816, 149.10393686922941, -130.71362484086137, 80.14248726633474, -28.045812150792898, 76.85079602095999, -101.04240632905872, 62.41047737303569, 133.96154756715686, 64.4656996362456, 98.61777124353284, -148.20587017937453, -52.992236218462835, -10.155530774998624, -109.94089883285812, 176.62304604281297, -147.5954485122653, -149.4075560197145, 173.0395478657307, 29.1768671087749, 125.99746223432328, -95.31032853709054, -29.982403385422316, -137.6705290271292, 63.343372292895765, 108.45220241187343, 114.10089795898529, -31.31973822449808, -88.85643060829908, -70.56412700680409, -136.6014179371922, -56.40138250059634, 16.961480136016263, 31.122635112901122, -41.58964332658033, 99.48055387865361, -83.61942928388237, 118.61486896721209, 4.169114214872252, -91.97364072777006, 162.64162293364467, -44.85508576693391, -176.13440992356576, 168.76630651707495, -173.26375700118197]",0.9999586506318224,0.0019091244903393092,0.004998557167989949,2.3865303153717017e-05,-0.0237098844990604,136.10953497886658
23,Evolutionary Algorithm,501,401,970,830,"[4.087204405971875, -89.33892881989813, 13.64774275908755, -140.5954764700621, -58.68093970752405, -141.31365577516917, 68.23573294062922, 119.33889627777944, -2.5661028308796006, 31.712860457915752, -116.76812168945949, 16.961778269212346, -87.11624278922874, 81.22087542053737, -105.06374170502568, -135.7168885797548, 157.68211286245668, 42.85528339280256, -65.6353493455268, 21.822109792939642, 29.415253755126173, 41.52430302138049, -168.06238484292135, -154.42666578810883, -31.231219559901916, -56.00493910088157, 161.34056302653437, 40.440358093195755, 170.853127070317, -113.43552378399211, -142.03930750790101, 67.49755022205721, -76.4245571675355, 48.66022100381309, 109.86535956295512, -83.13715799485864, -139.75812305509186, -127.80957947660967, 89.7350888124763, 87.82071775217588, 170.80620007027386, 78.7277277380353, -51.015018733737406, -114.51770197913405, 33.59641259380277, -179.4578585468577, -63.60435529143825, 90.36362463841516]",0.9999678880343591,0.0017034440194644653,0.0037443186903152958,2.1294294098391202e-05,0.061074722985015296,136.9852318763733
24,Evolutionary Algorithm,69,31,494,354,"[-55.846190854523655, 25.501585629593535, 17.044333585509634, 169.6127596810838, 167.9662817747951, -9.999292209382133, 172.61666150209498, 124.5728016812293, 83.88745452670679, 19.50382547498512, 174.9747221267633, -11.629036295901159, 93.6366560272694, 70.7535322157398, -33.52285113479374, -134.62074480668576, 25.79463598026254, -99.22682545045568, 101.3525839486212, 77.13950734721999, -68.25338151122342, 63.47226545883163, 32.79970543654554, 45.56688230702807, -61.890758435516844, 164.0916736159757, -21.702355935332292, -97.09910986434828, -125.68555099190638, 169.48999113855274, 93.9855422050532, 100.53780520700803, 139.32039557152603, 171.70902843621855, 62.490960169140976, 69.03133179348441, -19.717059201293267, 147.81805593898218, 140.76185015975375, -17.206747045669374, -2.7505229132500517, -46.77875277882646, -29.71336728216062, 116.86854811776811, 32.59251236869895, -165.53210659431915, 85.14533671079215, 61.44824152417894]",0.9999797367881876,0.0030154065267803767,0.004181979934583812,3.769322569449333e-05,0.3330362639527988,136.69804430007935
25,Evolutionary Algorithm,370,270,901,761,"[38.52429799128322, 47.779807471470264, -58.491027855327616, -160.4041593610665, -150.44258802254058, 46.6911037373082, 88.85618357921675, -56.9484677990346, -95.38610855571358, 164.02377734487527, -60.71187765684657, -107.56413761486625, -152.94422569979702, 110.21194387295157, -151.00654448102713, -101.47087350223171, 87.05573079518734, -164.90231855533847, -37.40507054828083, 140.45964303946465, -102.88041801892685, -89.75611757211033, 85.57910376913048, 113.84001338981352, -13.512041409308722, 70.99901662016745, -110.40853168304363, -137.34854162127883, 62.23664688205449, 45.84290679661024, -43.65264071679701, -25.391058279715963, 158.85688010832865, -1.5632136023251633, -145.33374272339256, 95.23119587039378, 152.1620000480653, -26.41030782920177, 173.96975653609087, -72.15523432314185, -161.1573183933579, -102.01571056557867, -164.87417269162466, 69.65470655849586, 49.71292228343455, -32.056702852764715, 73.74245653617731, 36.924649874791896]",0.9999701073525099,0.001825409427207584,0.004202971056560731,2.281883803424555e-05,0.03735463279331703,137.51761651039124
26,Evolutionary Algorithm,10,90,98,42,"[103.28902370641595, -127.45444809427084, -95.18369536657926, 9.302801306286, -115.93780354318453, 25.747977365417285, -69.42842360928833, 28.928840003368123, -46.669194246838686, 66.08524888106157, 173.7842665681046, 94.04775525182481, -57.476605159035074, 163.516454199034, -42.63378549655917, 110.05046713835316, -106.17220449247019, -43.387365658860574, -44.18020856229697, 172.742837182051, 80.39615163394325, 52.95610775243151, -6.123074503200087, 158.87086609714777, -85.45882037582813, 131.49806506298933, 162.72968112204143, 157.77197515954867, 150.59828258474334, -28.865348169534457, -177.08070261041817, -100.97154350150792, -87.10836464662952, -56.91898437523538, 154.24834421316535, 36.11989612235217, -72.50995816535874, 83.6018159483358, 150.80580029069404, 6.893137290195114, -21.99939443067109, 65.4422111960165, -87.70727489670816, 26.208628580773052, -57.53797375258233, -164.89689740761708, 3.0221663070437046, -147.46948901965095]",0.9999795838920805,0.009088414211873896,0.009639600233539202,0.00011360591140617824,0.17156002395836414,138.00324630737305
27,Evolutionary Algorithm,105,5,680,540,"[-116.90486393823755, -150.12849703031696, 97.16925453204874, 43.98989889423993, 61.847390821291185, -168.30708824811802, -169.12769235498354, 159.31104301404952, -146.49902636200557, 97.90877186602671, 120.02111019928736, 103.01553808352821, -68.60084617682942, 127.46314724864772, 29.792278682031508, 79.5133250846651, 89.45989571654712, -118.55571262997317, 109.2790389855931, 165.52394573047707, 61.93596972495433, 56.72762355240468, -71.93596020480723, -109.51675948563081, 178.0691308789373, -138.13541873114264, -108.75939976306896, -69.11429512289783, -97.09208284130295, -74.51694250506615, 102.9312130640626, -56.110746255383134, -114.1433112568342, 98.91110807734827, 122.79533790321244, 47.683632500509106, -102.4869256903116, 63.74617889773049, -0.24851004053010683, 42.26333485613702, -161.94987093681425, 159.49210178566835, 166.17520029410184, 152.16330980593517, -62.609699511132476, -96.20476235396063, 156.8988117947182, -114.14322792337707]",0.9999663227068245,0.008184152470979218,0.009794937801842384,0.00010230282463601905,-0.10103055424788171,137.76322555541992
28,Evolutionary Algorithm,385,285,478,338,"[-95.25361606046009, -73.2842621709755, 103.23595298100537, -163.79637230899266, -150.04552019135963, -39.94352512631497, -37.41181330510554, -160.91221527122525, -150.52830039073035, 154.09056269033437, -52.963357023212765, 82.42406305721607, -103.34724540467042, 84.08464074413519, 36.5801688656849, -26.261963749922643, -124.51137639516355, -60.90775833453742, -100.35799345689149, 127.03000234124943, -178.87854551991012, 60.39843168728376, 100.86925198267096, -144.41359747213136, 59.55941456186022, 158.175199147731, -156.31725314637055, -54.97320049990495, 114.40319070585309, 16.230482394387195, -28.851078651122776, -163.58765401998397, -79.806851975628, -133.69433298915482, 27.622099668704863, 37.61675264331433, -49.28807681393906, -106.74276716800841, -74.59466259904482, 14.294579581335768, -40.33981382476611, 88.53765904311018, 19.878602885330793, -41.42355940961599, 111.28451704260436, 79.86047974962571, -53.24042215338807, -41.784903237083796]",0.9999582441668652,0.0013429314033904425,0.003590249505805155,1.6787925789678958e-05,0.03231790692621122,138.34522533416748
29,Evolutionary Algorithm,79,21,294,154,"[-62.28766182230119, 112.48140809863906, 69.3996119913158, 74.9960234317355, -59.81779057701077, -61.52176363768373, 154.6719986631893, -146.51742363957294, -116.60521409647538, 47.073051892770394, -73.94370812364241, 28.597845364961245, 152.5015870195209, -2.172484513283905, 79.8605682595566, -135.907658753974, -173.39992472066191, -66.50806880957981, -152.80684622666266, -72.58654003534359, 156.23992399218656, 134.84201203692396, -45.71561871465673, -82.85409895426041, 79.91082220400818, 44.339013552763504, -152.39321145097728, -85.5832148747111, -179.8279413486296, 55.260724227982536, 100.17901387838049, -112.74340544939557, 175.35747765843456, -60.585911209899564, -151.7440164003429, 131.6362434735097, 125.91865893038266, -80.21137089314138, -36.805889719032876, 172.0923106735317, 97.86679614707634, -82.30509794381692, -68.32155079960982, 62.08697849883487, -106.28530617286975, 86.32368099043879, 158.55846009448248, -163.1714854605927]",0.9999614475080686,0.005055119060367966,0.008086027339411085,6.319030625775539e-05,-0.07477486063405935,138.0296688079834
