,Methods,SOD,SOD Error,SDD,SDD Error,Rotation Angles,SSIM,MAE,RMSE,Relative Error,ZNCC,Time
10,Simulated Annealing,327,227,503,363,"[-49.868052809525636, 52.82279160954529, 13.16493180187942, -18.69314480639106, -69.72355436121939, -6.089990834964888, 22.48088498117416, -23.687326053010544, -1.6010238839058084, -22.44872173381695, -9.596887082459094, 21.60711758280747, 72.64624222905269, -26.70226407440224, -30.157533637988266, 27.902574991848034, -48.61338569979787, -25.11478127445799, -34.957136180871174, -29.805850983958962, -9.24463159122911, -54.88612539551687, 7.665873064014592, 21.818459925420026, -23.376619524041885, -26.546709533981527, -41.08323779016685, 10.074187339939385, -37.397091134033325, 35.13096212236936, -46.57367827362643, 24.590887521759626, 12.998446727179969, -18.688899043922834, -11.290673947269907, 7.021811646654946, 5.7491738429708, -16.62619579849987, 39.56156822570804, 100.84857844878871, 43.50086093198617, -19.130600856438054, 22.105895298827893, -34.148656900662864, -25.289050504046795, -40.6631280478755, -1.5294191282494287, 35.36785278092022]",0.9999596535286173,0.0015668377163819969,0.004300661090493204,1.9586208825978945e-05,0.1254156997451795,65.66539907455444
11,Simulated Annealing,264,164,566,426,"[-1.3478408492757474, -32.071521581031796, 61.84740077419983, -18.598019303407312, -21.669111107895134, 78.66663629039793, 55.685865429262144, -0.30533119348256005, -11.141975724162162, -48.81497015003054, 28.424233733562573, 9.846777980714329, -16.44463207472389, 17.607123997845715, 57.58142680414767, -1.890124414319537, 5.584640739290714, -14.876100247345365, -5.191506663382414, -16.45147502075638, -13.658413358194867, -21.385923905787465, 4.714449107228827, -9.17188980941162, 12.330351085256552, -72.66957923764265, -10.213021102993448, -27.092169275825448, -0.695554169782687, 21.097026697003205, 17.487425315533105, -15.993036736004553, -11.203218377762315, 19.721861369772707, 33.90271469592709, -17.17920014153004, -27.12053652985198, -28.04707875940109, -23.146317551752194, -8.404871932878098, -14.460764289855629, 49.19295064447921, 44.788344737306794, -3.847606319303527, 28.18853663697886, -39.07064153741811, 9.471550313428677, 42.287539646469284]",0.9999739803556343,0.002043032383274597,0.004100233084556043,2.55385249243795e-05,-0.024475984442193052,65.31624341011047
12,Simulated Annealing,127,27,375,235,"[-26.088635058331676, 26.999208273169124, 1.524512348545986, 26.305876455788948, -7.032584947029385, 40.486532965428566, 10.666014212508436, -5.235189463354328, -11.817422038483205, -1.3508185183927433, 34.08622041866359, -59.19143023918331, -41.66849234490854, 9.531182187911998, -102.91012206030219, 39.41291211483533, 11.40165538529348, 38.71910209997708, 30.85550031647682, -8.48211016688577, -32.0193131746012, -8.960922555629343, 22.68580922516995, 1.501501067160604, -20.66170241607414, 10.583330315151905, 13.199001107875182, -36.00699424394615, 14.872177003796246, 36.99380968251723, 42.793254509038796, 4.097502572265953, -38.552196732944424, -21.15174671091931, 24.526373523652985, 7.6244612424650855, 14.667868663364933, -20.44419006588132, 23.491043183046443, -87.34127068618183, 8.462909898817333, 33.54313018202626, 11.143165524324086, 23.44381647019103, -22.614560664132835, 7.878018855398622, -40.00211685920991, 3.8044808824629186]",0.9999696574379784,0.003308278285354997,0.006287073793596585,4.135422023047732e-05,-0.05505330543307752,65.04140710830688
13,Simulated Annealing,308,208,495,355,"[49.73334962619495, 12.640551591540383, -38.186563389628375, 12.516124142248161, -26.37321626729203, -26.72428145929336, -40.778944570281816, 7.3882486529986595, -17.378235589520013, 9.266530599555821, 75.71401177803253, -63.504711872948135, 45.58653839966166, -44.103667158175355, -25.509908157070146, -62.62818694557292, 27.18316124662339, -0.9162289837979258, -1.6206905174885256, -31.386858252619646, -34.91959599226966, 13.26067654535333, -18.719182155276556, 48.763045359946055, -55.70159663010553, 67.59431158060706, 31.040429143122207, 42.34964776558409, -11.173099836347056, -11.46535596677121, 4.660365578633486, -18.761358229998102, 57.92571473393558, 39.27143759719853, -23.18491480956519, -51.44550264166388, 16.024909507388784, -17.449623184635985, -23.212436401220945, 83.1136121805151, 27.26698134499709, 2.330829889890969, 21.531840197332755, 1.0071927317501133, -10.03510587867414, -73.29616269525297, -38.80932464541833, 33.48667740963536]",0.9999713301536424,0.0014171985530992968,0.002910327068226042,1.771553116505429e-05,0.07096422473122341,64.96295046806335
14,Simulated Annealing,189,89,383,243,"[67.70918599532321, -6.026304345975451, 64.4227892949906, -25.481746499916106, -43.209186884586295, 27.45336232974952, -8.21599902097103, 14.201311866553805, -6.817549284725988, -20.34245970568362, 81.92084309396444, 81.44482971442051, -55.77744965494776, 6.456379774221185, -53.69672548832014, -2.1127807322635257, -36.182824215482654, 21.04483910373632, -43.04499228501233, -0.9505253096078801, -14.951667021706903, -61.466419101506055, 14.809394094697097, -12.743803296675377, 28.6184022380048, 8.629862872777439, 38.33857729612232, -63.722417196035195, 7.836678011895796, 0.3274819764926421, 31.218215521930873, -29.892906277214053, 9.241737943223946, -30.952058692887714, -8.446380147322182, -64.57882687434062, -4.248829035298672, 24.508553725254686, -0.3191420265446907, 60.86327574330012, 19.012078563342413, -11.656093071163959, -19.149118732567143, -3.566108827141112, 25.319242392527276, -25.91408379745552, -25.63296398815214, 63.168388772866535]",0.9999667745231389,0.002326389047084376,0.004953631182041577,2.9080473940529318e-05,-0.023588559385398822,63.97879648208618
15,Simulated Annealing,279,179,544,404,"[27.379248672442234, 54.25210848382922, 35.25018106211524, 30.837998317964598, 27.0063243844227, 37.04826717356538, 17.17764657781381, 29.56238019554462, 15.168857248440093, 11.598454827963177, 37.76102025536034, -21.840058308024712, 40.18515795443721, -0.19730851566757326, -5.795953152811377, 26.996947762269684, -18.136156543629074, 7.752637246679425, 5.8397087532249445, -48.321028446756515, -45.01215925779216, -52.3334709769214, 18.940347534337878, 0.4671808861661369, -15.66365959265591, -8.094489570832504, -14.767165457525797, -8.459509953469704, -9.8491885685594, -18.10126341675652, -38.440139626437336, -22.253532227872387, 13.06133665310772, -13.74134979846501, -34.42341150283177, -23.88285336713879, -14.766458033126664, -38.1872965989794, 56.200930702740536, -16.78062178072578, -21.43418455301614, -31.451562258711178, -31.39243698216399, -70.43381885040992, -54.58734749328858, 24.011231194530694, 22.703592236115973, 1.2203016887848839]",0.9999774249132479,0.0014031897153472528,0.002893389862853161,1.7540453842398773e-05,0.06573842248109119,65.99061799049377
16,Simulated Annealing,304,204,516,376,"[-2.554701423460931, -58.752507699292146, -51.190879031065066, 30.73464842169992, 41.169447848277244, -39.266911184919984, -32.16771523230359, -34.23268122847044, -60.29174122837302, -3.3696812821306312, 21.16235441791261, 52.46127301914301, -9.278048922227631, 45.28235584834486, 4.532017769090096, 5.1805923925725335, -57.26432916022365, -7.566782132776325, 42.5223910822576, -14.185315940942154, -35.52603542603156, 27.969173919395026, 44.08829800156848, 84.28436658478223, 0.5981201843416911, -2.4907943207187895, -41.515410658301356, -20.10637555644285, -43.244507568699326, -0.6654072935973131, -67.99155641862433, 74.81081340085137, 27.900870259920065, -66.44138522140103, 53.222694266745066, 21.982173959103214, 1.7462337609487737, 4.893369603495568, 18.556351044203932, 47.70090204411751, -42.31540979633804, 64.26044831814986, -12.859823489570125, 60.07840421510428, 6.137419566317794, 9.408020723818202, 0.6768107536789969, 23.329598696594882]",0.9999706667276205,0.0015359961350137987,0.003216602143121622,1.920052411856325e-05,0.10043374140935817,65.88654518127441
17,Simulated Annealing,217,117,566,426,"[-72.76430965753337, -14.854703412036788, -1.822960280282203, -31.748742842996688, 20.587088291685497, 75.84798192297312, -6.860205540718948, 8.654057297340781, 5.281302182674588, -30.32106736477546, 37.50448765147907, 29.91383113766784, 23.99270255703066, 108.58499393698749, -2.6248613091091335, -1.1132041892629212, -32.71454775863482, 35.91044519193634, -50.01031638192288, 9.921301297047897, -11.671264283468751, -15.901730515087218, -38.63052989580468, -50.54496500008579, -63.509891139651415, 0.45563624651450885, 54.9541229297312, 7.728186219383859, 44.684416652156976, -29.929518885297885, 11.778030406238766, 12.471322150863088, -3.3489918400352465, 9.707282576217088, -24.025774759754725, 72.6792671244484, 0.7066674328289047, -41.18061738513345, 42.517702015741385, -43.1898035012967, -76.73463221945995, 41.17845613355887, 7.618088441614888, -10.905255141212725, -34.17382401879243, -49.740402395378446, 33.63187398910445, 24.73429072399592]",0.9999796701005084,0.0014659130780880028,0.0028479588593726597,1.8324369486231503e-05,0.2848121570402028,65.25845265388489
18,Simulated Annealing,251,151,503,363,"[34.064971049452495, -23.418334990886358, 12.7886491065839, 21.449242289098287, 6.032598086656458, 26.59443099798269, -27.119691888682432, 47.13226496300728, -35.91566402429857, -30.726448665388155, -4.232375885454066, -40.132685030524854, -5.0455444458516725, 28.90912380787261, 24.25074466066857, 3.6957386755842734, -1.893873820790972, 44.27591804760475, 31.691235586796893, 24.92131035670426, -22.50193893059433, -2.9055364910514343, -8.368993298019731, 55.76954766922029, -3.4693239532792197, 48.986089211034454, -22.930244162187435, 30.242530160558132, -15.722414918363055, 29.403073938460107, -49.80934879242178, 27.644313482984924, -56.36217867746562, -23.59643552569985, -31.11908849627751, 19.159184305733632, 14.502370222414516, -28.349326675233748, 56.80190243678382, 9.293784448766832, -16.225372265850606, 23.01716805955692, 8.850448105538518, -15.717252546448822, -27.823014143851875, 3.0280827050868475, 44.298443941508395, 41.89730159838491]",0.9999601039903142,0.0020523517741821706,0.004682628796192501,2.5655038337537098e-05,0.11662467936500091,65.04759359359741
19,Simulated Annealing,278,178,554,414,"[36.550959100391225, 21.973633581111642, 25.485218430804334, 36.92585297636455, 65.34610528621029, 6.15723604587504, -83.05168032240556, -11.527799229776484, 27.87759689223845, -27.5853437473669, -5.885114554125195, -15.030299593798473, -60.48333500256051, -62.498694818100674, -1.8207104673818781, -1.3015912134604513, 57.10895998751881, -43.51590651700854, -7.160665135979149, -50.05823573056442, 10.707016944749865, -0.2557816806778408, 63.814092491009646, -59.16453734039567, 23.7895472454478, -7.518046505855769, 11.723370527390461, 34.145364645339306, 17.61972076801997, 15.183833576189954, 49.628770692473154, 57.36923092199696, 17.714959243212917, 77.20101425979209, -51.62472980171704, 13.766003376769826, 17.146918327298856, 27.09677508405985, -7.880988073374307, -54.042324016396826, -25.901934790718435, 8.743271576785585, -12.284264225418227, 14.983570843469673, 19.300150423341368, 57.47940581918297, -56.50996231443234, -64.171759079716]",0.9999764222322979,0.0014026691399825117,0.002716094115502551,1.753382694715234e-05,0.18788174286595366,65.20046854019165
20,Evolutionary Algorithm,21,79,147,7,"[38.33692725065245, 175.23434814938747, 110.43902593971524, 29.32257096033001, 127.6141302901517, -168.44785569582734, -159.3278119333441, 90.84539194164802, -143.19214593899704, 95.73510484173852, -40.9425257578491, 154.9594742812664, 39.47618973012251, -16.10400717889135, -140.7094657103526, -57.94014199051631, -71.76704373667637, -148.42591452428545, -70.36845854171284, -129.71100973305437, -43.15853517301292, -33.197566587424234, -22.265675149186336, 49.51976740764323, -46.95696387965884, 171.68022054960022, 124.11628168956446, 144.33499824236839, -38.79869634299672, 163.01702134197393, -168.9863010233259, 35.35592014217639, 33.98078245489202, -101.16815677205416, -14.239791719125293, -17.204662933408684, 89.10479253093217, 16.583378182845763, -103.29094976913295, 119.90392821035863, 54.9535259010793, -108.31486130400484, 74.53258233590375, -116.4570563238116, 97.30476844005193, -136.19879895784948, -99.53836067384081, 62.67741037747285]",0.9999759418194214,0.0048620782035868615,0.008185186147140215,6.077645480551684e-05,0.011081880961622305,57.730549335479736
21,Evolutionary Algorithm,688,588,854,714,"[163.15049593138383, -42.087463383725975, 26.061026916601946, -119.35042035713388, 139.53280806439386, 99.7327142269803, -96.16941508578327, -124.36586882728703, 28.215498684849734, -53.34374392073899, 156.85318701858108, 123.89230878018446, -93.74593890061765, -171.27998091329968, 17.007159307214607, -94.7683627373658, -121.21536715642145, -65.55313191955767, 119.79998353258304, -69.77640731053006, -53.37872647052791, -6.083384212892554, -14.418133635393474, -81.66845057578118, -87.28910770276873, -134.38365198490675, 73.6300075200092, 25.228633655797864, 149.47939478795377, 163.51900877909122, -148.54539126971315, -82.83691701823338, -23.64949832423801, 2.2184552863487284, 174.03545969005842, -54.487860127831155, -95.34540935881773, -26.99327702935588, -79.22027961409984, -55.17293989090619, 33.09293413541522, 35.58492031941449, 63.90091036738934, -63.462733382214566, 99.34570183709877, 172.32837703682458, 61.04607075759208, -149.90342509000322]",0.9999681760060286,0.0012475367839215323,0.0034600523643467185,1.5594843572446193e-05,0.03264545169513408,57.830376625061035
22,Evolutionary Algorithm,284,184,522,382,"[-55.79078413865008, -118.93290733630062, 53.36965156054603, -63.71775111663453, -49.67358449060248, -129.70146349137002, 125.88961008208872, -57.834283573147275, -40.551585805618714, 73.64241649886102, -68.23177262725365, -57.13362010421848, 137.574211763581, 7.266827948881939, -7.9428776394959755, -80.77267932846885, 162.67636258606882, 178.9120521464401, -60.11076811873089, 25.013272588580634, -97.02440699429688, -72.80596126380266, 90.24986860535296, -14.374724729542692, 26.644455551347647, 88.56349372366242, -85.5952613664102, -28.850405576752962, -130.0669010009228, 95.58687726336484, 0.2831888174675612, 88.61032680792698, 0.7997648668099657, -96.14937994251241, -71.6601076657701, -101.73465443867919, -106.9148113056707, -158.36701434939465, -115.71680575699945, -179.61091404389924, 71.0886810183035, 0.934007335858098, 141.5193221028524, -145.3264499693986, -21.90020652477088, 116.8644521359538, 159.5170451567143, 130.2607362949608]",0.9999664900343568,0.001608244934080479,0.0034799856631158293,2.010362817294181e-05,0.19207123105068907,58.05910015106201
23,Evolutionary Algorithm,163,63,327,187,"[112.62329156051379, -119.54040750668796, 107.23125992590252, 81.6532359447786, 32.292615612448344, -95.91525961968657, -73.29445014713912, 40.929302723944744, -1.2953423682797904, -18.918645202468923, 174.68315695312657, -90.5136218516628, 175.59580859087652, -14.20242622608157, -96.36819975720617, 10.18117893662128, -78.50991733798531, 91.27728976879615, 150.90762162117, 120.5833058563444, -86.29312047765919, -107.7526297390007, -137.12902756512887, -122.06741751585845, -3.6702981851939853, 112.65814703326112, -104.26982296554746, -24.28480079715837, -132.8950866251708, 114.74764289906142, 111.5290972774767, 11.938799888170763, 113.04631781334427, 134.5012341717258, -128.27922305250507, 32.81237836445442, 91.41904731247155, -71.21447441289716, -164.57326366337276, -133.84811151048888, 137.58687770677454, -25.509400352853646, 162.97703643999995, -64.29134263038254, 156.2514427313988, 120.58223967104993, 92.4072525048324, -46.27521947568425]",0.9999688824376712,0.0020893803011858836,0.0039537420575471915,2.6117893798399626e-05,0.011931481067120676,56.91316056251526
24,Evolutionary Algorithm,131,31,138,2,"[120.92167472304743, 107.07452402189148, 72.73861039782264, 162.3267689624434, -123.7755039152176, -15.01261286293925, 111.45521985216942, 77.00091725167198, 96.65781090763392, 177.5705566564381, 1.1513988170796665, 121.8311782566189, 124.43156474670883, -53.823866130601445, 173.5567515880055, -113.38168228105471, -0.9363598791389052, 151.02315642674944, -149.91517233979272, -144.87690012781067, 172.0362113834779, -60.70165057290785, 92.52997024846701, -156.6594482840403, -108.16299368753178, 89.69806726713932, -96.57181681145543, 162.38780382183865, -74.91839047840308, -179.81216700956128, 132.07095058964057, -128.6332543658689, 67.87120540573582, -46.23425526075991, -100.93451823192869, 3.37957066446495, 18.136880952358894, 114.27184000993293, 62.80016197723688, 31.457549219570097, 45.62302584217534, 4.164245311969921, -36.84005139012305, -94.82208062211105, 175.91379427561174, -48.39180279727981, 144.9040515770361, 84.96546317570386]",0.9999720491510975,0.0009740223467815667,0.0024050963662725906,1.2175829517854464e-05,0.19377083104965107,57.01273202896118
25,Evolutionary Algorithm,476,376,695,555,"[-105.40969293123071, 152.8009756947617, -145.69524469443726, -127.83182248017548, 7.0891764710687255, 81.52264137019955, -57.80373734303245, 0.6869140448598046, -65.85473910100221, 138.19016574014523, -19.413780782437698, 46.65639898010468, -172.45030900437118, 33.65042922366416, -29.832676919535686, -169.7517062359363, 45.5495957616798, 169.09789880134775, -95.63499277174355, -48.59817403364073, 121.39839531164876, 40.56328538389593, 10.27962776046246, 112.35305860517656, -178.34534159967427, -76.84250978823091, -40.32767076492692, -33.83683775792579, -144.65349376352387, -167.8351522791129, 115.72523975773044, 24.70786448742004, -72.04450036188696, -13.421263164905156, 129.9952482122634, 50.352253139070086, 151.8508691241732, 153.69836596554296, 163.3974408142384, -37.14264538622311, -45.1190886035036, -102.12681836255159, -15.86072094865392, 56.49537170894203, 138.2435857162552, -166.13296324561998, 40.54177443140205, 21.453873560994595]",0.9999691964769003,0.0015146480339656896,0.003410612815462937,1.893370835415156e-05,-0.023922227184588345,59.42450141906738
26,Evolutionary Algorithm,301,201,671,531,"[153.93484651387655, -106.86702136914863, 94.01554668804187, 28.5977053286868, 48.57571954792596, 2.5057142472565204, 166.3273258876144, 138.59968623119704, -166.80921389975546, -43.71247946547376, 50.14128394185886, -41.76745250167457, 173.57561180728453, -105.14811695526048, -109.68343453632005, 120.89504385121967, -8.93149747554088, -90.77505651193057, -170.83184243658792, 103.98845738887155, 53.43801921355123, 74.90053908930724, -61.13817620897126, 119.61890673150714, 163.17610559810282, 52.62305247880113, 81.37157977372624, -39.10532115368926, -62.143559040413564, -133.85836803313185, 136.48733805130792, 35.74090771857584, -67.21544574394773, 116.25556872266117, 60.15081201591039, 103.5446372947863, 162.01670421939411, 42.29845647470543, 2.9564031873553915, -90.75019227387186, -103.77217457743232, 179.15580615411602, 41.00701280826516, 38.87260557925026, 79.58647061414808, -105.16074488879309, 39.41805705981179, 80.13376879574679]",0.9999689732590105,0.00171562482137233,0.004282678925528644,2.1446002899734958e-05,0.13711652233344382,61.1176917552948
27,Evolutionary Algorithm,235,135,281,141,"[-7.594731583458156, 109.13473360024614, -72.17758257861118, 13.859800566873616, 127.7787878083978, -140.37914566781643, 26.245383981311022, -107.67665352810724, 38.274131185872335, -124.28645709039021, 29.767099600942913, -74.49924323407265, -97.55698599447248, -127.56040717516665, 10.911461914273218, 106.89961616936392, 109.71206534056938, -148.24803636198052, 121.54029931616401, 68.16172240926937, -86.0908670682478, -131.85828969977698, -172.5781967038603, -124.9188559346361, -122.83541799736321, 111.52594834028321, 176.46652207929708, -6.588835215172935, 153.99989301346983, 21.56035589996938, -92.59715787711593, -100.52039159378981, -123.32389165720687, -164.26286280659357, 90.50614598394787, 166.18224520797878, 112.42013940491933, -64.71786011531233, -135.37429827275707, 21.555021884942676, 143.12111127117277, -27.502840301271476, 120.69666756455388, -135.0271406594586, 141.24534713724495, -114.50614840662479, -33.71444361125489, 35.979737383180975]",0.9999661056206833,0.0011221944878343493,0.002830290468828447,1.4028079916722952e-05,0.21357199304477908,61.8636531829834
28,Evolutionary Algorithm,111,11,904,764,"[71.68563346467224, -147.19610857635212, -9.949959224214211, -148.64942906187176, 2.6522366159975093, 12.56018844662023, 78.75053900274298, -132.26288176105143, -41.51232623271778, 30.017653145530716, -10.978317858642072, 65.04068499134223, -11.309751242768414, 53.61647507486438, -133.83534863619528, -170.38910653820372, 115.58895561627202, 14.502571937819397, -27.105068470282447, 64.18502332567573, -113.8424948403672, -64.21513297385702, 119.56965592612471, -24.06135912291731, -58.83390779691541, 138.0626182675851, 81.2106535616362, -39.07038792949305, 42.782785228375104, -113.92393263914605, 154.15773455215424, 88.35296310705576, -117.93657970133489, -110.66987949024343, -64.50184202045133, -39.213711122235, 138.88229081380257, -94.0163839231289, 109.51626365053966, -36.40117266501676, 87.71466295351559, 65.82515559882847, 28.765837478100053, -20.561167400660054, 79.46352491976614, 154.19798584757365, 169.7174402654681, 105.39399894652843]",0.9999848933721709,0.0036506540636764835,0.005189971868484218,4.5633520363745096e-05,0.05601622639880182,60.69358682632446
29,Evolutionary Algorithm,726,626,871,731,"[37.45320821155781, 146.23156551871222, 101.67954101825495, 50.67974052572018, -110.41030067338009, -162.5554787132979, -160.9418547786207, 104.58213492903184, 151.69874441164131, -173.65749286605438, 169.9535464765936, 23.122843381810696, -87.35630910450877, -80.62295175363705, -50.591863665711315, -122.5952059113207, 51.058790481718205, 67.1818373795825, -92.99879385320975, -31.897850867739066, 144.50082671695276, 156.6133892108777, 61.85013306753066, 97.85669194921326, -171.6127625142748, 113.89111207627684, 96.21059851306416, 1.319430086484033, -117.98582301632337, -24.04681981604068, 75.3621527622769, 89.4673839073979, -40.44169549621617, -110.6600065554771, -130.0673853290889, 139.90188855286362, -139.8631430392232, 55.924910252604434, 113.41119788548684, 67.53037985479202, 5.464367468316198, -75.14511178854838, 51.78355158653184, -102.93679363149822, 6.42913050686235, -111.8546543428139, -113.31569683112926, -70.06035300332071]",0.9999755823968193,0.0011067251568116867,0.0026087978464994577,1.3834632597487966e-05,0.0683978655032829,60.85021185874939
